-6.814262,-71.986365,28.772139
-7.081340,-71.556405,28.770929
-6.737980,-72.110449,28.748011
-7.008030,-71.673234,28.750204
-7.315477,-71.175851,28.748421
-7.737435,-70.493260,28.746297
-8.255035,-69.656455,28.746266
-8.852729,-68.688451,28.749717
-9.532992,-67.601700,28.743487
-10.318264,-66.416508,28.733222
-11.189945,-65.120901,28.719655
-12.208448,-63.720939,28.696781
-13.384341,-62.312777,28.668169
-14.735424,-60.854222,28.654176
-16.130209,-59.364525,28.665075
-17.522427,-57.881482,28.666594
-18.953584,-56.491781,28.660603
-20.477475,-55.262314,28.660893
-22.092632,-54.209652,28.654881
-23.732620,-53.254212,28.644673
-25.382764,-52.283932,28.636017
-27.001643,-51.341609,28.607645
-28.648233,-50.498651,28.570264
-30.374939,-49.774423,28.541392
-32.167669,-49.055352,28.536753
-33.985542,-48.317642,28.547001
-35.793193,-47.581767,28.540496
-37.571774,-46.853328,28.542877
-39.309574,-46.076495,28.566954
-40.946969,-45.188635,28.585146
-42.426849,-44.196095,28.595807
-43.736245,-43.108949,28.589541
-44.866361,-41.949455,28.590774
-45.802177,-40.752057,28.593341
-46.529009,-39.574098,28.598137
-47.083284,-38.412346,28.600970
-47.464484,-37.282601,28.594319
-47.697117,-36.089959,28.593110
-47.776245,-34.842731,28.590652
-47.719546,-33.474424,28.590198
-47.554021,-31.972914,28.591732
-47.355584,-30.326802,28.594430
-47.223379,-28.554049,28.596927
-47.223342,-26.733615,28.599529
-47.316128,-24.820620,28.590359
-47.409665,-22.908619,28.602080
-47.573890,-21.026486,28.609782
-47.900654,-19.231081,28.640454
-48.406305,-17.503985,28.674298
-49.077840,-15.730856,28.671288
-49.823206,-13.883400,28.664513
-50.593955,-12.039715,28.679049
-51.468207,-10.283078,28.682782
-52.456625,-8.619356,28.682636
-53.460951,-6.968339,28.686208
-54.399972,-5.402962,28.698697
-55.442175,-3.669080,28.736524
-56.477877,-2.058727,28.752838
-57.528845,-0.488415,28.757055
-58.563478,1.066777,28.757428
-59.554351,2.592962,28.746650
-60.448359,4.163306,28.723245
-61.214514,5.788549,28.722103
-61.984793,7.407834,28.726915
-62.819101,8.918658,28.724728
-63.764570,10.506471,28.709268
-64.758709,12.215477,28.706999
-65.793293,14.067238,28.707668
-66.899488,16.042948,28.707498
-68.068307,18.116814,28.715556
-69.275826,20.136658,28.722352
-70.500874,22.137410,28.718759
-71.738068,24.169497,28.707568
-72.995396,26.218937,28.714232
-74.303275,28.196860,28.715505
-75.639923,30.157624,28.710960
-77.014708,32.187694,28.692103
-78.464919,34.327096,28.685653
-79.995333,36.583652,28.690950
-81.596831,38.963805,28.693607
-83.224780,41.420255,28.710805
-84.770217,43.844338,28.718843
-86.217390,46.338130,28.718106
-87.446428,48.876126,28.718741
-88.440291,51.514402,28.716388
-89.166101,54.132492,28.711847
-89.805301,56.790835,28.708208
-90.572337,59.370838,28.707155
-91.458368,61.673205,28.706538
-92.427067,64.129053,28.704505
-93.227685,66.598380,28.706369
-93.944800,69.083713,28.711120
-94.602258,71.570084,28.709479
-95.149518,74.062955,28.709983
-95.488208,76.746685,28.711832
-95.581298,79.002515,28.709053
-95.659849,81.437555,28.707326
-95.811296,83.929241,28.710246
-95.941774,86.335344,28.712593
-95.967969,88.730471,28.715609
-95.943605,91.110182,28.717681
-95.843929,93.453817,28.715280
-95.725931,95.803255,28.713725
-95.610257,98.115277,28.715007
-95.415054,100.411102,28.718090
-95.077290,102.660222,28.718353
-94.715623,104.881334,28.717213
-94.351258,107.096406,28.717521
-93.934739,109.285355,28.720933
-93.414390,111.419364,28.722738
-92.775902,113.493518,28.717360
-92.226414,115.193556,28.715754
-91.555265,117.207675,28.714737
-90.876001,119.174980,28.716160
-90.186273,121.102972,28.718047
-89.481712,123.000545,28.717242
-88.760094,124.867874,28.713550
-88.011438,126.722164,28.708639
-87.237676,128.552749,28.706697
-86.437529,130.356239,28.706617
-85.606001,132.140200,28.705217
-84.744699,133.898245,28.702764
-83.833923,135.667221,28.701312
-82.844505,137.498852,28.701164
-81.881512,139.200441,28.700725
-80.981666,140.722773,28.701784
-79.953466,142.385727,28.702252
-78.900667,144.009580,28.702821
-77.813683,145.609207,28.702912
-76.690541,147.186976,28.703290
-75.528497,148.747590,28.703963
-74.343332,150.273829,28.706169
-73.127861,151.775630,28.707415
-71.878154,153.255893,28.707035
-70.595853,154.711040,28.708128
-69.280435,156.142913,28.709720
-67.934127,157.550484,28.711284
-66.561718,158.931320,28.711798
-65.153511,160.294562,28.711780
-63.726531,161.624059,28.712904
-62.283662,162.916569,28.715211
-60.843464,164.158469,28.716888
-59.406290,165.351827,28.717501
-57.975973,166.496429,28.716616
-56.561348,167.587795,28.714470
-55.143936,168.641133,28.713368
-53.714708,169.664225,28.713127
-52.288513,170.647566,28.713830
-50.851553,171.600514,28.712933
-49.392841,172.530775,28.712959
-47.890905,173.451676,28.715339
-46.425323,174.316657,28.717024
-44.950585,175.155114,28.716517
-43.459867,175.970017,28.715567
-41.960974,176.757275,28.716074
-40.449583,177.518455,28.717668
-38.928064,178.251546,28.719638
-37.402387,178.953724,28.721428
-35.837840,179.641188,28.722662
-34.279856,180.296265,28.725015
-32.719551,180.930396,28.729346
-31.155271,181.554487,28.734691
-29.593289,182.175228,28.738518
-28.031491,182.806220,28.743449
-26.473407,183.456904,28.750752
-24.942008,184.126861,28.757121
-23.423003,184.828882,28.762248
-21.914475,185.569970,28.765111
-20.430802,186.345149,28.768364
-18.958898,187.163272,28.772574
-17.520905,188.014418,28.773781
-16.094112,188.913161,28.772890
-14.705553,189.841894,28.773169
-13.338164,190.811030,28.773334
-11.998497,191.812602,28.772479
-10.690620,192.842729,28.771935
-9.511147,193.815501,28.770390
-8.237348,194.912832,28.766969
-6.998761,196.030457,28.763600
-5.783537,197.177934,28.764566
-4.685006,198.259175,28.769136
-3.513722,199.461782,28.771337
-2.378862,200.679892,28.772023
-1.264690,201.930969,28.773826
-0.186236,203.198421,28.777637
0.869199,204.496465,28.778507
1.891132,205.812401,28.777496
2.876872,207.143724,28.775313
3.835146,208.507244,28.773382
4.741116,209.867457,28.771767
5.617248,211.256638,28.773818
6.448439,212.648057,28.773951
7.250785,214.066025,28.773205
8.003143,215.469141,28.772129
8.722248,216.886859,28.770668
9.406174,218.314615,28.767564
10.056753,219.753796,28.766199
10.673518,221.201583,28.765703
11.259503,222.661953,28.766376
11.815377,224.135167,28.766212
12.338562,225.611886,28.765739
12.833774,227.108336,28.765694
13.289818,228.590067,28.764465
13.720262,230.100132,28.765772
14.114294,231.599329,28.767422
14.479282,233.119453,28.768769
14.808596,234.638981,28.770551
15.105907,236.177902,28.775392
15.367126,237.715241,28.774016
15.593310,239.251145,28.772383
15.786696,240.810818,28.773625
15.941161,242.363715,28.774951
16.047535,243.926346,28.775782
16.100948,245.484922,28.777286
16.104539,247.044524,28.781331
16.066067,248.655881,28.782495
16.020483,250.368897,28.771136
16.086526,251.953288,28.767750
16.318053,253.803834,28.766237
16.719466,255.750438,28.756744
17.296319,257.755259,28.776688
18.002525,259.784001,28.748269
18.651024,261.815169,28.706438
19.122094,263.827392,28.760340
19.393389,265.833444,28.703658
19.526906,267.620880,28.709062
19.582778,268.774038,28.723655
19.609083,269.691589,28.711484
19.624162,270.240515,28.694623
